"x","y"
4.60622302471019,-4.30688867155473
0.974021452001306,11.4859722266019
7.90096419765659,16.1603292676564
1.78841700860691,2.91772222772875
2.62033601413497,1.23786403158656
3.74593408021421,0.839847770452151
1.820721995002,3.37227435779895
5.955430146286,-8.34065590401129
7.39689232194652,6.29159760327564
4.00630804430987,-3.12747096766312
4.77614349442355,-1.98749832271058
2.01478269510659,3.76901549896729
8.89209282067236,30.0858423485203
3.157178882117,-3.01707087064414
5.0392130320143,3.6067924816519
7.93086361043661,19.5594940713297
0.74595498887168,5.89861962370572
7.33188971287193,13.2094582647706
3.47771136252103,10.9378424653475
2.19846308799389,12.5706227407091
2.31659252304425,0.348023360195745
4.1043739086503,5.5370586299622
0.545141021974916,13.6934081823989
0.401437068544997,8.81128821866282
3.87432538619001,-3.77373080856398
1.80665558753845,0.98372259712467
1.20815286003433,3.72015990627036
8.1675396199187,11.9714766984686
6.93491259912723,12.9197414340276
8.86333181469856,19.524975419126
8.67898059481707,21.752410785433
2.35737163683277,2.19946855690877
0.152897322621614,10.8252339396079
1.8707543294275,-3.00404991326563
6.76565787138681,7.18837498161941
4.63825733151206,-1.95977290680586
4.43647196722984,-7.48547151341719
0.0140585750406881,15.2505999579527
9.70244886339756,37.6728396924373
5.98432987275735,6.4123872741686
9.53587462638313,36.5319759353136
4.41064057145763,-6.72854726074962
6.19451714968053,12.7313341609442
1.91832896411341,3.8761419715632
6.86550580284815,9.90546487528629
2.0336865550064,9.00976485282994
8.46953339803477,25.5960944144638
4.74282816273292,-0.448467543845911
9.88276650192345,29.421558472067
4.17537758321286,-6.33105638852819
